product_id,product_name,brand,category,subcategory,model_number,description,price,currency,voltage,power,frequency,rpm,weight,dimensions,material,ip_rating,warranty,manufacturer,country,supplier,source,technical_document,product_url
PID-10047,Eaton EAT-ELC-159 - Molded Case Circuit Breaker (MCCB),Eaton,Electrical Components,Molded Case Circuit Breaker (MCCB),EAT-ELC-159,<div><p>Industrial Electrical Components - EAT-ELC-159</p><span>Manufacturer: Eaton</span><br>Standard spec with warranty: 1 Year Standard</div>,10099.28,€,415 VAC,100 kVA,50/60 Hz,N/A,372.6 LBS,920x785x197mm,Silver Alloy Contacts,IP40,1 Year Standard,Eaton,Switzerland,Apex Industrial Supplies,ERP Master Data,https://docs.productiq-assets.com/specs/eaton/eat-elc-159.pdf,https://www.industrial-supply-direct.com/item/eat-elc-159
PID-10048,Pepperl+Fuchs High Performance Explosion Proof Beacon PEP-SFT-158,Pepperl+Fuchs,Safety Equipment,Explosion Proof Beacon,PEP-SFT-158,"Compact and durable Explosion Proof Beacon with 5 W rating, rated for Battery / 3.6V networks.",9972.02,USD,Battery / 3.6V,5 W,DC,N/A,288.3 kg.,"21.7"" x 12.8"" x 9.3""",Reinforced Polymer,IP67,5 Years,Pepperl+Fuchs,Italy,Nordic Machinery Hub,Vendor Portal Upload,https://docs.productiq-assets.com/specs/pepperl+fuchs/pep-sft-158.pdf,https://www.industrial-supply-direct.com/item/pep-sft-158
PID-10049,SMA Solar SMA-PWR-158 - Online Double-Conversion UPS,SMA Solar,Power Equipment,Online Double-Conversion UPS,SMA-PWR-158,Heavy-duty industrial grade Online Double-Conversion UPS engineered by SMA Solar. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,15772.14,USD,400 V 3-Phase,50 kVA,50/60 Hz,1500 RPM,242.7 KG,L:1165 W:552 H:219,Marine Grade Aluminum,IP20,1 Year Standard,SMA Solar,China,Nordic Machinery Hub,Distributor Catalog EU,https://docs.productiq-assets.com/specs/sma_solar/sma-pwr-158.pdf,https://www.industrial-supply-direct.com/item/sma-pwr-158
PID-10050,ABB DC Traction Motor ABB-MTR-169 (110 kW),ABB,Industrial Motors,DC Traction Motor,ABB-MTR-169,"ABB DC Traction Motor ABB-MTR-169 (110 kW) offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",7559.28,USD,380-415 V,,50 Hz,3000 RPM,,"36.9"" x 11.2"" x 34.9""",Cast Iron,IP23,24 months,ABB,United Kingdom,Nordic Machinery Hub,Supplier Price File 2024,,https://www.industrial-supply-direct.com/item/abb-mtr-169
PID-10051,Wilo WIL-PMP-692 - Submersible Slurry Pump,wilo,Pumps,Submersible Slurry Pump,WIL-PMP-692,REDUNDANT RECORD: wilo WIL-PMP-692 Pumps Submersible Slurry Pump. Contact supplier Apex Industrial Supplies for spec sheet.,11515.65,€,400v,3.7 kW,50/60 Hz,2900 RPM,157.4 kg.,331 x 132 x 776 mm,Stainless Steel 316,IP68,2 Years,wilo,United States,Apex Industrial Supplies,OEM Technical Data Sheet,,https://www.industrial-supply-direct.com/item/wil-pmp-692
PID-10052,velan Check Valve VEL-VLV-678,Velan,Valves,Check Valve,VEL-VLV-678,"Compact and durable Check Valve with standard power rating, rated for 24VDC networks.",17301.86,EUR,24VDC,,N/A,N/A,137.5 KG,1167 x 326 x 523 mm,Forged Steel A105,,36 Months Extended,Velan,Sweden,Precision Parts Direct,Vendor Portal Upload,https://docs.productiq-assets.com/specs/velan/vel-vlv-678.pdf,https://www.industrial-supply-direct.com/item/vel-vlv-678
PID-10053,Yokogawa High Performance Electromagnetic Flowmeter YOK-SNS-344,Yokogawa,Sensors,Electromagnetic Flowmeter,YOK-SNS-344,Heavy-duty industrial grade Electromagnetic Flowmeter engineered by Yokogawa. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,2551.62,GBP,LOOP POWERED,0.01 kW,50/60 Hz,N/A,209.7 kg,953x670x642mm,PVDF,IP68,24 months,Yokogawa,Italy,Precision Parts Direct,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/yokogawa/yok-sns-344.pdf,https://www.industrial-supply-direct.com/item/yok-sns-344
PID-10054,Koyo Tapered Roller Bearing KOY-BRG-568,Koyo,Bearings,,KOY-BRG-568,"Koyo Tapered Roller Bearing KOY-BRG-568 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",320.94,USD,N/A,,N/A,6000 RPM,336.7 kilograms,596x718x820mm,High Carbon Chrome Steel 100Cr6,Open,36 Months Extended,Koyo,Japan,Nordic Machinery Hub,ERP Master Data,https://docs.productiq-assets.com/specs/koyo/koy-brg-568.pdf,https://www.industrial-supply-direct.com/item/koy-brg-568
PID-10055,Boge High Performance Vane Compressor BOG-CMP-202,Boge,Compressors,Vane Compressor,BOG-CMP-202,"Boge High Performance Vane Compressor BOG-CMP-202 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",,EUR,,55 kW,60 Hz,3000 rpm,189.4 KG,"22.5"" x 19.2"" x 26.9""",Cast Iron Block,IP54,36 Months Extended,Boge,Italy,TechFlow Solutions,Field Engineering Audit,https://docs.productiq-assets.com/specs/boge/bog-cmp-202.pdf,https://www.industrial-supply-direct.com/item/bog-cmp-202
PID-10056,Schneider Electric Distributed Control System (DCS) Module SCH-CTL-457 (0.75 kW),Schneider Electric,Control Systems,Distributed Control System (DCS) Module,SCH-CTL-457,Heavy-duty industrial grade Distributed Control System (DCS) Module engineered by Schneider Electric. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,7184.74,EUR,230 V AC,0.75 kW,50/60 Hz,N/A,70.1 KG,L:864 W:161 H:732,Polycarbonate / Aluminum,IP20,1 Year Standard,Schneider Electric,United Kingdom,Apex Industrial Supplies,Field Engineering Audit,https://docs.productiq-assets.com/specs/schneider_electric/sch-ctl-457.pdf,https://www.industrial-supply-direct.com/item/sch-ctl-457
PID-10057,ABB Industrial Transformer ABB-ELC-953,ABB,Electrical Components,Industrial Transformer,ABB-ELC-953,"Compact and durable Industrial Transformer with 1600 A Rating rating, rated for 415 VAC networks.",6290.06,GBP,415 VAC,1600 A Rating,60 Hz,N/A,180.1 kg.,1040x678x349mm,DMC Polyester Glass,IP54,24 months,ABB,United States,Precision Parts Direct,Field Engineering Audit,https://docs.productiq-assets.com/specs/abb/abb-elc-953.pdf,https://www.industrial-supply-direct.com/item/abb-elc-953
PID-10058,Pepperl+Fuchs Interlock Switch PEP-SFT-108 (15 W),Pepperl+Fuchs,Safety Equipment,Interlock Switch,PEP-SFT-108,<div><p>Industrial Safety Equipment - PEP-SFT-108</p><span>Manufacturer: Pepperl+Fuchs</span><br>Standard spec with warranty: 36 Months Extended</div>,17379.37,,24 V DC,15 W,DC,N/A,97.1 kilograms,107.3x37.7x14.7 cm,Flameproof Aluminum,IP66,36 Months Extended,Pepperl+Fuchs,Germany,Global Electro Corp,Vendor Portal Upload,,https://www.industrial-supply-direct.com/item/pep-sft-108
PID-10059,CUMMINS SOLAR INVERTER GRID-TIED CUM-PWR-218,Cummins,Power Equipment,Solar Inverter Grid-Tied,CUM-PWR-218,"Compact and durable Solar Inverter Grid-Tied with 250 kVA rating, rated for 400/230V 50Hz networks.",2824.16,USD,400/230V 50Hz,250 kVA,50 Hz,N/A,336.1 kg.,L:995 W:337 H:177,Marine Grade Aluminum,IP20,36 Months Extended,Cummins,Italy,Apex Industrial Supplies,Supplier Price File 2024,https://docs.productiq-assets.com/specs/cummins/cum-pwr-218.pdf,https://www.industrial-supply-direct.com/item/cum-pwr-218
PID-10060,WEG DC Traction Motor WEG-MTR-315 (22 kW),WEG,Industrial Motors,DC Traction Motor,WEG-MTR-315,"WEG DC Traction Motor WEG-MTR-315 (22 kW) offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",13358.77,$,380-415 V,22 kW,50/60 Hz,1450 RPM,,731 x 555 x 468 mm,Aluminum,IP23,2 Years,WEG,Sweden,Nordic Machinery Hub,Distributor Catalog EU,https://docs.productiq-assets.com/specs/weg/weg-mtr-315.pdf,https://www.industrial-supply-direct.com/item/weg-mtr-315
PID-10061,Flowserve Multistage High-Pressure Pump FLO-PMP-600,flowserve,Pumps,Multistage High-Pressure Pump,FLO-PMP-600,"Flowserve Multistage High-Pressure Pump FLO-PMP-600 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",1843.68,EUR,415V,3.7 kW,50 Hz,1450 RPM,172.9 KG,,Duplex Steel,ip68,1 Year Standard,flowserve,France,TechFlow Solutions,ERP Master Data,https://docs.productiq-assets.com/specs/flowserve/flo-pmp-600.pdf,https://www.industrial-supply-direct.com/item/flo-pmp-600
PID-10062,VELAN BUTTERFLY VALVE VEL-VLV-145,Velan,Valves,Butterfly Valve,VEL-VLV-145,"Compact and durable Butterfly Valve with 0.05 kW rating, rated for 230 V AC networks.",14300.04,GBP,230 V AC,0.05 kW,50 Hz,,293.8 LBS,75.6x71.7x81.1 cm,Hastelloy C,IP67,2 Years,Velan,Italy,TechFlow Solutions,Supplier Price File 2024,https://docs.productiq-assets.com/specs/velan/vel-vlv-145.pdf,https://www.industrial-supply-direct.com/item/vel-vlv-145
PID-10063,Honeywell HON-SNS-265 - Electromagnetic Flowmeter,Honeywell,Sensors,Electromagnetic Flowmeter,HON-SNS-265,Heavy-duty industrial grade Electromagnetic Flowmeter engineered by Honeywell. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,13635.57,GBP,24V DC,< 3W,N/A,N/A,381.9 kilograms,112.2x24.2x74.8 cm,316L SS,IP 67,5 Years,Honeywell,France,Nordic Machinery Hub,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/honeywell/hon-sns-265.pdf,https://www.industrial-supply-direct.com/item/hon-sns-265
PID-10064,NTN NTN-BRG-214 - Deep Groove Ball Bearing,NTN,Bearings,Deep Groove Ball Bearing,NTN-BRG-214,REDUNDANT RECORD: NTN NTN-BRG-214 Bearings Deep Groove Ball Bearing. Contact supplier Continental Drive Systems for spec sheet.,10161.58,EUR,N/A,N/A,N/A,3200 RPM,291.9 kilograms,981x208x110mm,High Carbon Chrome Steel 100Cr6,N/A,36 Months Extended,NTN,China,Continental Drive Systems,Field Engineering Audit,https://docs.productiq-assets.com/specs/ntn/ntn-brg-214.pdf,https://www.industrial-supply-direct.com/item/ntn-brg-214
PID-10065,Kaeser High Performance Vane Compressor KAE-CMP-665,Kaeser,Compressors,Vane Compressor,KAE-CMP-665,"Compact and durable Vane Compressor with 75 kW rating, rated for 3.3 kV networks.",2488.63,$,3.3 kV,75 kW,60 Hz,2950 RPM,206.3 KG,"32.0"" x 23.1"" x 7.8""",Heavy Gauge Steel Housing,IP55,24 months,Kaeser,Japan,Apex Industrial Supplies,Distributor Catalog EU,https://docs.productiq-assets.com/specs/kaeser/kae-cmp-665.pdf,https://www.industrial-supply-direct.com/item/kae-cmp-665
PID-10066,schneider electric Variable Frequency Drive (VFD) SCH-CTL-915,schneider electric,Control Systems,Variable Frequency Drive (VFD),SCH-CTL-915,"Compact and durable Variable Frequency Drive (VFD) with 22 kW rating, rated for 24 V DC networks.",16645.27,€,24 V DC,22 kW,50 Hz,N/A,179.5 g,504 x 560 x 706 mm,Industrial Thermoplastic,IP65 Bezel,5 Years,schneider electric,Switzerland,TechFlow Solutions,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/schneider_electric/sch-ctl-915.pdf,invalid-url-item
PID-10067,ABB Molded Case Circuit Breaker (MCCB) ABB-ELC-782,ABB,Electrical Components,Molded Case Circuit Breaker (MCCB),ABB-ELC-782,"Compact and durable Molded Case Circuit Breaker (MCCB) with N/A rating, rated for 1000 V networks.",13430.71,EUR,1000 V,N/A,60 Hz,N/A,318.4 kg.,273x788x237mm,Silver Alloy Contacts,IP20,24 months,ABB,Sweden,TechFlow Solutions,Distributor Catalog EU,https://docs.productiq-assets.com/specs/abb/abb-elc-782.pdf,https://www.industrial-supply-direct.com/item/abb-elc-782
PID-10068,Banner Engineering BAN-SFT-867 - Interlock Switch,banner engineering,Safety Equipment,Interlock Switch,BAN-SFT-867,"*** BANNER ENGINEERING SPECIAL PROMO *** Model BAN-SFT-867. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",16015.51,USD,24VDC,10 W,DC,N/A,228.7 lbs,"43.6"" x 20.7"" x 32.6""",Reinforced Polymer,IP65,2 Years,banner engineering,Finland,Apex Industrial Supplies,Distributor Catalog EU,https://docs.productiq-assets.com/specs/banner_engineering/ban-sft-867.pdf,https://www.industrial-supply-direct.com/item/ban-sft-867
PID-10069,Cummins CUM-PWR-125 - Battery Energy Storage Unit,Cummins,Power Equipment,Battery Energy Storage Unit,CUM-PWR-125,<div><p>Industrial Power Equipment - CUM-PWR-125</p><span>Manufacturer: Cummins</span><br>Standard spec with warranty: 24 months</div>,14506.79,,11 kV,500 kW,60 Hz,N/A,324.2 LBS,970x204x853mm,Marine Grade Aluminum,IP23,24 months,Cummins,United Kingdom,TechFlow Solutions,Distributor Catalog EU,https://docs.productiq-assets.com/specs/cummins/cum-pwr-125.pdf,https://www.industrial-supply-direct.com/item/cum-pwr-125
PID-10070,Baldor-Reliance Synchronous Motor BAL-MTR-373,Baldor-Reliance,Industrial Motors,Synchronous Motor,BAL-MTR-373,Heavy-duty industrial grade Synchronous Motor engineered by Baldor-Reliance. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,7169.64,USD,400V,15000 W,60 Hz,1750 RPM,243.6 kg.,L:699 W:396 H:686,Aluminum,IP 55,5 Years,Baldor-Reliance,Sweden,Nordic Machinery Hub,Distributor Catalog EU,https://docs.productiq-assets.com/specs/baldor-reliance/bal-mtr-373.pdf,https://www.industrial-supply-direct.com/item/bal-mtr-373
PID-10071,GRUNDFOS DIAPHRAGM PUMP GRU-PMP-327,Grundfos,Pumps,Diaphragm Pump,GRU-PMP-327,"GRUNDFOS DIAPHRAGM PUMP GRU-PMP-327 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",6566.23,USD,400 V,11 kW,50/60 Hz,1450 RPM,182.8 g,855 x 565 x 599 mm,Cast Iron GG25,ip68,,Grundfos,United States,Precision Parts Direct,Field Engineering Audit,https://docs.productiq-assets.com/specs/grundfos/gru-pmp-327.pdf,https://www.industrial-supply-direct.com/item/gru-pmp-327
PID-10072,Samson Globe Control Valve SAM-VLV-124,Samson,Valves,Globe Control Valve,SAM-VLV-124,"*** SAMSON SPECIAL PROMO *** Model SAM-VLV-124. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",6173.61,USD,110 VAC,50 W,,,23.1 g,1041x116x227mm,Forged Steel A105,NEMA 4X,1 Year Standard,Samson,Germany,Nordic Machinery Hub,Supplier Price File 2024,https://docs.productiq-assets.com/specs/samson/sam-vlv-124.pdf,https://www.industrial-supply-direct.com/item/sam-vlv-124
PID-10073,endress+hauser Electromagnetic Flowmeter END-SNS-459,Endress+Hauser,Sensors,Electromagnetic Flowmeter,END-SNS-459,"Compact and durable Electromagnetic Flowmeter with 1.5 W rating, rated for LOOP POWERED networks.",12494.34,USD,LOOP POWERED,1.5 W,DC,N/A,98.0 kg,563 x 631 x 796 mm,316L SS,IP68,5 Years,Endress+Hauser,United States,Nordic Machinery Hub,ERP Master Data,https://docs.productiq-assets.com/specs/endress+hauser/end-sns-459.pdf,invalid-url-item
PID-10074,NTN Tapered Roller Bearing NTN-BRG-128 (N/A),ntn,Bearings,Tapered Roller Bearing,NTN-BRG-128,<div><p>Industrial Bearings - NTN-BRG-128</p><span>Manufacturer: ntn</span><br>Standard spec with warranty: 5 Years</div>,3746.66,€,,,N/A,6000 RPM,278.2 lbs,L:277 W:202 H:243,Ceramic Hybrid,N/A,5 Years,ntn,Italy,Nordic Machinery Hub,Supplier Price File 2024,https://docs.productiq-assets.com/specs/ntn/ntn-brg-128.pdf,https://www.industrial-supply-direct.com/item/ntn-brg-128
PID-10075,kaeser Rotary Screw Compressor KAE-CMP-211,kaeser,Compressors,Rotary Screw Compressor,KAE-CMP-211,<div><p>Industrial Compressors - KAE-CMP-211</p><span>Manufacturer: kaeser</span><br>Standard spec with warranty: 2 Years</div>,13518.8,EUR,460 V 60Hz,100 HP,50 Hz,1480 RPM,224.0 kg,24.5x64.0x11.2 cm,Heavy Gauge Steel Housing,IP55,2 Years,kaeser,Finland,Nordic Machinery Hub,Supplier Price File 2024,https://docs.productiq-assets.com/specs/kaeser/kae-cmp-211.pdf,https://www.industrial-supply-direct.com/item/kae-cmp-211
PID-10076,Schneider Electric Human Machine Interface (HMI) SCH-CTL-720 (30 W),Schneider Electric,Control Systems,Human Machine Interface (HMI),SCH-CTL-720,"Compact and durable Human Machine Interface (HMI) with 0.75 kW rating, rated for 24 V DC networks.",7218.34,USD,24 V DC,0.75 kW,50/60 Hz,N/A,278.2 kg.,261x623x308mm,Metal Alloy,ip20,36 Months Extended,Schneider Electric,France,Continental Drive Systems,ERP Master Data,https://docs.productiq-assets.com/specs/schneider_electric/sch-ctl-720.pdf,https://www.industrial-supply-direct.com/item/sch-ctl-720
PID-10077,legrand Molded Case Circuit Breaker (MCCB) LEG-ELC-360,legrand,Electrical Components,Molded Case Circuit Breaker (MCCB),LEG-ELC-360,<div><p>Industrial Electrical Components - LEG-ELC-360</p><span>Manufacturer: legrand</span><br>Standard spec with warranty: 2 Years</div>,8151.66,USD,415 VAC,,50 Hz,N/A,,111.6x45.5x63.5 cm,Thermoset Resin,IP40,2 Years,legrand,Sweden,Precision Parts Direct,ERP Master Data,https://docs.productiq-assets.com/specs/legrand/leg-elc-360.pdf,https://www.industrial-supply-direct.com/item/leg-elc-360
PID-10078,Honeywell Analytics Interlock Switch HON-SFT-803,Honeywell Analytics,Safety Equipment,Interlock Switch,HON-SFT-803,"Honeywell Analytics Interlock Switch HON-SFT-803 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",8064.31,USD,110-230 VAC,10 W,DC,N/A,304.2 kg,1142 x 102 x 145 mm,Flameproof Aluminum,IP66,2 Years,Honeywell Analytics,United Kingdom,TechFlow Solutions,Distributor Catalog EU,https://docs.productiq-assets.com/specs/honeywell_analytics/hon-sft-803.pdf,https://www.industrial-supply-direct.com/item/hon-sft-803
PID-10079,Huawei Digital Power Solar Inverter Grid-Tied HUA-PWR-738,Huawei Digital Power,Power Equipment,Solar Inverter Grid-Tied,HUA-PWR-738,Heavy-duty industrial grade Solar Inverter Grid-Tied engineered by Huawei Digital Power. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,13357.49,EUR,400 V 3-Phase,1000 kVA,60 Hz,1500 RPM,362.4 kg,24.1x57.6x38.9 cm,Marine Grade Aluminum,IP20,24 months,Huawei Digital Power,China,Nordic Machinery Hub,Distributor Catalog EU,https://docs.productiq-assets.com/specs/huawei_digital_power/hua-pwr-738.pdf,https://www.industrial-supply-direct.com/item/hua-pwr-738
PID-10080,WEG High Performance DC Traction Motor WEG-MTR-416,WEG,Industrial Motors,DC Traction Motor,WEG-MTR-416,"Compact and durable DC Traction Motor with 110 kW rating, rated for 230/400V networks.",6135.46,$,230/400V,110 kW,50Hz,1750 RPM,3.2 g,729x206x310mm,Aluminum,,1 Year Standard,WEG,Germany,Global Electro Corp,Supplier Price File 2024,https://docs.productiq-assets.com/specs/weg/weg-mtr-416.pdf,invalid-url-item
PID-10081,XYLEM POSITIVE DISPLACEMENT PUMP XYL-PMP-667,Xylem,Pumps,Positive Displacement Pump,XYL-PMP-667,Heavy-duty industrial grade Positive Displacement Pump engineered by Xylem. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,7865.19,EUR,400 V,7.5 kW,50/60 Hz,2900 RPM,108.5 kg.,904x434x425mm,Stainless Steel 316,IP 68,12 Months,Xylem,Sweden,Continental Drive Systems,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/xylem/xyl-pmp-667.pdf,https://www.industrial-supply-direct.com/item/xyl-pmp-667
PID-10082,Velan Globe Control Valve VEL-VLV-730 (15 W),Velan,Valves,Globe Control Valve,VEL-VLV-730,"Velan Globe Control Valve VEL-VLV-730 (15 W) offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",7601.48,EUR,230 V AC,15 W,,,376.6 kg.,60.8x46.4x50.5 cm,Forged Steel A105,IP66,24 months,Velan,Germany,Nordic Machinery Hub,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/velan/vel-vlv-730.pdf,https://www.industrial-supply-direct.com/item/vel-vlv-730
